"Line","Column","Message","Extent","RuleName","Severity","ScriptName","ScriptPath","RuleSuppressionID","SuggestedCorrections","IsSuppressed"
"9","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","build.TempPoint.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\build.TempPoint.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"16","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","build.TempPoint.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\build.TempPoint.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"21","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","build.TempPoint.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\build.TempPoint.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"24","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","build.TempPoint.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\build.TempPoint.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"26","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","build.TempPoint.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\build.TempPoint.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"28","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","build.TempPoint.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\build.TempPoint.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"71","35","'select' is an alias of 'Select-Object'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content.","select","PSAvoidUsingCmdletAliases","Warning","Find-HyperVHost.TempPoint.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Find-HyperVHost.TempPoint.ps1","select","System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"75","14","'%' is an alias of 'ForEach-Object'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content.","%","PSAvoidUsingCmdletAliases","Warning","Find-HyperVHost.TempPoint.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Find-HyperVHost.TempPoint.ps1","%","System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"85","16","'%' is an alias of 'ForEach-Object'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content.","%","PSAvoidUsingCmdletAliases","Warning","Find-HyperVHost.TempPoint.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Find-HyperVHost.TempPoint.ps1","%","System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"71","2","Found global variable 'GLOBAL:forests'.","$GLOBAL:forests","PSAvoidGlobalVars","Warning","Find-HyperVHost.TempPoint.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Find-HyperVHost.TempPoint.ps1","GLOBAL:forests",,"False"
"48","4","The cmdlet 'List-hyperVHosts' returns an object of type 'System.String' but this type is not declared in the OutputType attribute.","""Failed to query $dc of $domain""","PSUseOutputTypeCorrectly","Information","Find-HyperVHost.TempPoint.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Find-HyperVHost.TempPoint.ps1",,,"False"
"1","3","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Find-HyperVHost.TempPoint.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Find-HyperVHost.TempPoint.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"7","16","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Find-HyperVHost.TempPoint.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Find-HyperVHost.TempPoint.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
