"Line","Column","Message","Extent","RuleName","Severity","ScriptName","ScriptPath","RuleSuppressionID","SuggestedCorrections","IsSuppressed"
"33","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Get-SCVMMHealth.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Get-SCVMMHealth.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"36","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Get-SCVMMHealth.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Get-SCVMMHealth.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"38","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Get-SCVMMHealth.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Get-SCVMMHealth.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"40","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Get-SCVMMHealth.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Get-SCVMMHealth.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"44","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Get-SCVMMHealth.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Get-SCVMMHealth.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"47","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Get-SCVMMHealth.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Get-SCVMMHealth.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"21","3","The variable 'disk' is assigned but never used.","$disk","PSUseDeclaredVarsMoreThanAssignments","Warning","Get-SCVMMHealth.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Get-SCVMMHealth.ps1","disk",,"False"
"15","10","Function 'Start-Vm' has verb that could change system state. Therefore, the function has to support 'ShouldProcess'.","Start-Vm","PSUseShouldProcessForStateChangingFunctions","Warning","Get-SCVMMHealth.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Get-SCVMMHealth.ps1",,,"False"
"45","2","Empty catch block is used. Please use Write-Error or throw statements in catch blocks.","catch
	{
		
	}","PSAvoidUsingEmptyCatchBlock","Warning","Get-SCVMMHealth.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Get-SCVMMHealth.ps1",,,"False"
"1","3","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Get-VMStats.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Get-VMStats.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"7","16","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Get-VMStats.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Get-VMStats.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"22","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Get-VMStats.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Get-VMStats.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"16","10","The cmdlet 'List-hyperVHosts' uses an unapproved verb.","List-hyperVHosts","PSUseApprovedVerbs","Warning","Get-VMStats.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Get-VMStats.ps1",,,"False"
"23","2","The variable 'UtilizationReport' is assigned but never used.","$UtilizationReport","PSUseDeclaredVarsMoreThanAssignments","Warning","Get-VMStats.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Get-VMStats.ps1","UtilizationReport",,"False"
"16","10","The cmdlet 'List-hyperVHosts' uses a plural noun. A singular noun should be used instead.","List-hyperVHosts","PSUseSingularNouns","Warning","Get-VMStats.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Get-VMStats.ps1",,"Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent[]","False"
"4","3","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Get-VMTemplate.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Get-VMTemplate.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"10","16","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Get-VMTemplate.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Get-VMTemplate.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"28","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Get-VMTemplate.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Get-VMTemplate.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"30","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Get-VMTemplate.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Get-VMTemplate.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"31","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Get-VMTemplate.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Get-VMTemplate.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"32","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Get-VMTemplate.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Get-VMTemplate.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"21","17","'Get-VMTemplate' has the ShouldProcess attribute but does not call ShouldProcess/ShouldContinue.","SupportsShouldProcess","PSShouldProcess","Warning","Get-VMTemplate.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Get-VMTemplate.ps1",,,"False"
"4","3","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Get-VMTemplate.TempPoint.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Get-VMTemplate.TempPoint.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"10","16","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Get-VMTemplate.TempPoint.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Get-VMTemplate.TempPoint.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"28","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Get-VMTemplate.TempPoint.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Get-VMTemplate.TempPoint.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"30","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Get-VMTemplate.TempPoint.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Get-VMTemplate.TempPoint.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"31","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Get-VMTemplate.TempPoint.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Get-VMTemplate.TempPoint.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"32","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Get-VMTemplate.TempPoint.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Get-VMTemplate.TempPoint.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"27","11","The parameter 'VMMServer' has been declared but not used. ","$VMMServer","PSReviewUnusedParameter","Warning","Get-VMTemplate.TempPoint.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Get-VMTemplate.TempPoint.ps1","VMMServer",,"False"
"21","17","'Get-VMTemplate' has the ShouldProcess attribute but does not call ShouldProcess/ShouldContinue.","SupportsShouldProcess","PSShouldProcess","Warning","Get-VMTemplate.TempPoint.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Get-VMTemplate.TempPoint.ps1",,,"False"
"23","35","'where' is an alias of 'Where-Object'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content.","where","PSAvoidUsingCmdletAliases","Warning","New-Vm.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\New-Vm.ps1","where","System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"28","57","'where' is an alias of 'Where-Object'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content.","where","PSAvoidUsingCmdletAliases","Warning","New-Vm.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\New-Vm.ps1","where","System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"12","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","New-Vm.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\New-Vm.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"15","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","New-Vm.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\New-Vm.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"17","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","New-Vm.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\New-Vm.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"22","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","New-Vm.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\New-Vm.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"27","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","New-Vm.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\New-Vm.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"31","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","New-Vm.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\New-Vm.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"59","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","New-Vm.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\New-Vm.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"70","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","New-Vm.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\New-Vm.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"79","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","New-Vm.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\New-Vm.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"97","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","New-Vm.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\New-Vm.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"125","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","New-Vm.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\New-Vm.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"128","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","New-Vm.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\New-Vm.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"20","2","The variable 'Network' is assigned but never used.","$Network","PSUseDeclaredVarsMoreThanAssignments","Warning","New-Vm.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\New-Vm.ps1","Network",,"False"
"25","2","The variable 'HostRating' is assigned but never used.","$HostRating","PSUseDeclaredVarsMoreThanAssignments","Warning","New-Vm.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\New-Vm.ps1","HostRating",,"False"
"30","2","The ComputerName parameter of cmdlet 'New-SCVirtualMachine' is hardcoded. This will expose sensitive information about the system if the script is shared.","New-SCVirtualMachine -VMTemplate $VMTemplate -Name $Name -VMHost $VMHost -Path ""C:\VirtualMachinePath"" -RunAsynchronously -HardwareProfile $HWProfile -ComputerName ""Server01"" -FullName ""Elisa Daugherty"" -OrgName ""Contoso"" -ProductKey ""XXXXX-XXXXX-XXXXX-XXXXX-XXXXX""","PSAvoidUsingComputerNameHardcoded","Error","New-Vm.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\New-Vm.ps1","New-SCVirtualMachine",,"False"
"3","17","'New-HypervVm' has the ShouldProcess attribute but does not call ShouldProcess/ShouldContinue.","SupportsShouldProcess","PSShouldProcess","Warning","New-Vm.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\New-Vm.ps1",,,"False"
"1","3","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Set-VMNote.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Set-VMNote.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"7","16","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Set-VMNote.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Set-VMNote.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"22","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Set-VMNote.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Set-VMNote.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"40","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Set-VMNote.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Set-VMNote.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"47","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Set-VMNote.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Set-VMNote.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"51","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Set-VMNote.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Set-VMNote.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"55","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Set-VMNote.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Set-VMNote.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"59","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Set-VMNote.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Set-VMNote.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"63","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Set-VMNote.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Set-VMNote.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"67","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Set-VMNote.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Set-VMNote.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"69","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Set-VMNote.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Set-VMNote.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"70","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Set-VMNote.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Set-VMNote.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"74","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Set-VMNote.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Set-VMNote.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"75","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Set-VMNote.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Set-VMNote.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"115","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Set-VMNote.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Set-VMNote.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"124","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Set-VMNote.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Set-VMNote.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"130","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Set-VMNote.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Set-VMNote.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"138","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Set-VMNote.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Set-VMNote.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"141","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Set-VMNote.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Set-VMNote.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"176","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Set-VMNote.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Set-VMNote.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"197","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Set-VMNote.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Set-VMNote.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"212","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Set-VMNote.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Set-VMNote.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"214","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Set-VMNote.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Set-VMNote.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"83","13","File 'Set-VMNote.ps1' uses WMI cmdlet. For PowerShell 3.0 and above, use CIM cmdlet which perform the same tasks as the WMI cmdlets. The CIM cmdlets comply with WS-Management (WSMan) standards and with the Common Information Model (CIM) standard, which enables the cmdlets to use the same techniques to manage Windows computers and those running other operating systems.","Get-WmiObject -Namespace root/virtualization/v2 -Class msvm_VirtualSystemSettingData -filter ""ElementName='$using:VName'"" -ErrorAction stop","PSAvoidUsingWMICmdlet","Warning","Set-VMNote.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Set-VMNote.ps1",,,"False"
"127","12","File 'Set-VMNote.ps1' uses WMI cmdlet. For PowerShell 3.0 and above, use CIM cmdlet which perform the same tasks as the WMI cmdlets. The CIM cmdlets comply with WS-Management (WSMan) standards and with the Common Information Model (CIM) standard, which enables the cmdlets to use the same techniques to manage Windows computers and those running other operating systems.","Get-WmiObject -Namespace root/virtualization/v2 -Classname msvm_virtualsystemmanagementservice","PSAvoidUsingWMICmdlet","Warning","Set-VMNote.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Set-VMNote.ps1",,,"False"
"31","11","The parameter 'Notes' has been declared but not used. ","$Notes","PSReviewUnusedParameter","Warning","Set-VMNote.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Set-VMNote.ps1","Notes",,"False"
"1","3","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Set-VMTag.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Set-VMTag.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"7","16","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Set-VMTag.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Set-VMTag.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"27","68","'where' is an alias of 'Where-Object'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content.","where","PSAvoidUsingCmdletAliases","Warning","Start-Vm.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Start-Vm.ps1","where","System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"31","2","Empty catch block is used. Please use Write-Error or throw statements in catch blocks.","catch
	{
		
	}","PSAvoidUsingEmptyCatchBlock","Warning","Start-Vm.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Start-Vm.ps1",,,"False"
"1","3","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Start-Vm.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Start-Vm.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"7","16","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Start-Vm.ps1","C:\Repos\KillerGaming.Powershell\KillerGaming.Powershell\Public\Start-Vm.ps1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
